ASN,subnet,name
0,2.56.72.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,2.56.244.0/22,Mo's Operations GmbH
0,2.57.92.0/22,Deloitte innoWake GmbH
0,2.58.32.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,2.58.100.0/22,mawa-solutions GmbH
0,2.58.196.0/22,Mo's Operations GmbH
0,2.58.200.0/22,Mo's Operations GmbH
0,2.58.214.0/24,IP One GmbH
0,5.10.208.0/20,Peter Thiele
0,5.28.192.0/18,IPFFM - Internet Provider Frankfurt GmbH
0,5.45.148.0/22,NIVUS GmbH
0,5.61.64.0/21,Fresenius Digital Technology GmbH
0,5.63.21.0/24,IP One GmbH
0,5.100.0.0/18,DNCC Services GmbH
0,5.104.144.0/21,Stadtwerke Engen GmbH
0,5.133.112.0/24,Christian Funk trading as Christian Funk Holding GmbH & Co. KG
0,5.134.16.0/21,Glowfish GmbH & Co. KG
0,5.154.226.0/23,zollernalb-data GmbH
0,5.154.230.0/23,zollernalb-data GmbH
0,5.154.243.0/24,Breitband Innovationen Nord GmbH
0,5.180.60.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,5.180.252.0/22,Mo's Operations GmbH
0,5.181.116.0/22,SWT trilan GmbH
0,5.182.32.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,5.182.63.0/24,Wuerttembergische Gemeinde-Versicherung a.G.
0,5.182.152.0/22,Hoffmann GmbH Qualitaetswerkzeuge
0,5.182.176.0/22,Scheidt & Bachmann Service GmbH
0,5.182.204.0/22,Mo's Operations GmbH
0,5.183.72.0/22,akquinet health service GmbH
0,5.183.84.0/22,Celle-Uelzen Netz GmbH
0,5.252.52.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,5.252.100.0/22,Mo's Operations GmbH
0,5.252.124.0/22,Sontheimer IT GmbH
0,5.253.8.0/22,DATAGROUP Frankfurt GmbH
0,5.253.92.0/22,DATAGROUP Frankfurt GmbH
0,5.253.236.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,5.253.244.0/22,Mo's Operations GmbH
0,31.22.8.0/24,SC-Networks GmbH
0,31.22.9.0/24,SWT trilan GmbH
0,31.22.10.0/23,Koehler Internet Services UG (haftungsbeschraenkt)
0,31.31.208.0/21,eurodata AG
0,31.42.180.0/24,
0,31.171.214.0/24,4b42 UG
0,31.209.160.0/20,ip-fabric GmbH
0,31.214.222.0/23,CHECK24 GmbH
0,37.1.160.0/21,Skylogic Germany GmbH
0,37.16.92.0/22,Splash-Pool UG (haftungsbeschraenkt)
0,37.25.64.0/21,GlobalConnect GmbH
0,37.35.72.0/21,Freistaat Bayern trading as LDBV
0,37.44.244.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,37.46.8.0/22,Bayerisches Landesamt fuer Steuern
0,37.61.128.0/20,DNCC Services GmbH
0,37.131.176.0/23,CC-Net AG
0,37.131.178.0/24,CC-Net AG
0,37.131.179.0/24,Stadtwerke Erkrath GmbH
0,37.131.180.0/22,Stadtwerke Erkrath GmbH
0,37.131.232.0/21,UDG Rhein-Main GmbH
0,37.221.92.0/22,Mo's Operations GmbH
0,37.252.104.0/21,Skylogic Germany GmbH
0,45.8.132.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.9.128.0/22,Raisin SE
0,45.10.20.0/22,Mo's Operations GmbH
0,45.10.98.0/23,Stadtwerke Engen GmbH
0,45.10.160.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.11.228.0/22,Mo's Operations GmbH
0,45.12.192.0/22,Otto-von-Guericke-Universitaet Magdeburg
0,45.13.72.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.13.216.0/22,CargoWise GmbH
0,45.13.224.0/22,Mo's Operations GmbH
0,45.13.236.0/22,Mo's Operations GmbH
0,45.14.96.0/22,SYNVIA media GmbH
0,45.14.124.0/22,Stadtwerke Buehl GmbH
0,45.15.96.0/22,iNTEQ Informationstechnik GmbH
0,45.15.100.0/22,DALASON GmbH
0,45.15.240.0/22,CHECK24 GmbH
0,45.67.68.0/22,1nic GmbH
0,45.67.84.0/22,Mo's Operations GmbH
0,45.67.136.0/22,Mo's Operations GmbH
0,45.67.216.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.80.60.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.80.72.0/22,Kjamistan GmbH
0,45.80.192.0/22,Mo's Operations GmbH
0,45.81.44.0/22,CU Networks GmbH
0,45.81.132.0/22,mensemedia Gesellschaft fuer Neue Medien mbH
0,45.81.232.0/22,Sascha Gericke trading as Gericke KG
0,45.81.248.0/22,Mo's Operations GmbH
0,45.82.72.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.83.196.0/22,CargoWise GmbH
0,45.83.244.0/22,Mo's Operations GmbH
0,45.84.72.0/22,jambit GmbH
0,45.84.160.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.84.196.0/22,Mo's Operations GmbH
0,45.85.40.0/22,Branko Bersa trading as AA-HA Group KG
0,45.85.112.0/22,AWO Schleswig-Holstein GmbH
0,45.86.88.0/22,Mo's Operations GmbH
0,45.86.152.0/22,Mo's Operations GmbH
0,45.87.16.0/22,Sontheimer IT GmbH
0,45.88.212.0/22,TRUSTEDaccess Nord-Ost KMU UG (haftungsbeschraenkt)
0,45.88.236.0/22,SecureCloud GmbH
0,45.89.92.0/22,CU Networks GmbH
0,45.89.124.0/22,Mo's Operations GmbH
0,45.90.64.0/22,Huangyou Verwaltungs GmbH
0,45.90.96.0/22,Mo's Operations GmbH
0,45.90.112.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.90.120.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.90.132.0/22,Selfnet e.V.
0,45.91.156.0/22,3A Blockchain Consulting GmbH
0,45.91.176.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.91.196.0/22,PORTFORMANCE GmbH
0,45.91.212.0/22,CeCon Computer Systems Handelsgesellschaft mbH
0,45.91.248.0/22,Mo's Operations GmbH
0,45.92.216.0/22,Mo's Operations GmbH
0,45.93.104.0/22,CU Networks GmbH
0,45.93.176.0/22,Uniper IT GmbH
0,45.93.188.0/22,Exaring AG
0,45.93.248.0/22,Sascha Gericke trading as Gericke KG
0,45.94.48.0/22,Auctores GmbH
0,45.95.4.0/22,Norman Dietzen
0,45.95.120.0/22,Mo's Operations GmbH
0,45.95.172.0/22,Mo's Operations GmbH
0,45.128.44.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.128.252.0/22,CargoWise GmbH
0,45.129.244.0/22,Stadtwerke Steinburg GmbH
0,45.130.92.0/22,CU Networks GmbH
0,45.130.112.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.131.64.0/22,Mo's Operations GmbH
0,45.131.108.0/22,Mo's Operations GmbH
0,45.132.88.0/22,Sascha Gericke trading as Gericke KG
0,45.133.40.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.133.72.0/22,Mo's Operations GmbH
0,45.133.188.0/22,FASTUP Cybersolutions UG (haftungsbeschraenkt)
0,45.134.36.0/22,Mo's Operations GmbH
0,45.134.40.0/22,Campus Berlin-Buch GmbH
0,45.134.108.0/22,Mo's Operations GmbH
0,45.134.232.0/22,Reygers Systemhaus GmbH
0,45.135.148.0/22,Mo's Operations GmbH
0,45.136.88.0/22,R. STAHL Services GmbH
0,45.137.68.0/22,Mo's Operations GmbH
0,45.137.168.0/22,MIWE Michael Wenz GmbH
0,45.137.200.0/22,Mo's Operations GmbH
0,45.138.40.0/22,CU Networks GmbH
0,45.138.48.0/22,Mo's Operations GmbH
0,45.138.56.0/22,Stadt Kassel
0,45.139.116.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.139.248.0/22,Carglass GmbH
0,45.140.152.0/22,Mo's Operations GmbH
0,45.141.38.0/23,Marcel Edler trading as Optimate-Server
0,45.141.116.0/22,Mo's Operations GmbH
0,45.141.120.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.141.188.0/22,vimedis GmbH
0,45.141.252.0/22,Stadtwerke Rotenburg Wuemme GmbH
0,45.142.104.0/22,Mo's Operations GmbH
0,45.143.184.0/22,STARFACE GmbH
0,45.144.80.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.145.8.0/22,Hostsharing eG
0,45.145.37.0/24,Rottmann Ventures GmbH
0,45.145.224.0/22,Mo's Operations GmbH
0,45.146.16.0/22,Agnitas AG
0,45.146.20.0/22,Kjamistan GmbH
0,45.146.92.0/22,Innofactory GmbH
0,45.146.136.0/22,PCS Professional Communication Systems GmbH
0,45.146.172.0/22,Honds IT GmbH
0,45.147.4.0/22,Mo's Operations GmbH
0,45.148.112.0/22,CU Networks GmbH
0,45.148.224.0/22,adesso SE
0,45.149.53.0/24,asf GmbH
0,45.149.204.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.149.216.0/22,Daniel Schneider
0,45.150.100.0/22,CargoWise GmbH
0,45.151.20.0/22,INPOSIA Solutions GmbH
0,45.151.56.0/22,Mo's Operations GmbH
0,45.151.148.0/22,Stadtwerke Norderney GmbH
0,45.151.240.0/22,LWLcom GmbH
0,45.152.100.0/22,Ulf Kieber
0,45.152.124.0/22,Hilko Boecker
0,45.152.160.0/22,Mo's Operations GmbH
0,45.153.24.0/22,Mo's Operations GmbH
0,45.153.56.0/22,intervest GmbH
0,45.153.144.0/22,Lowbugs e.K.
0,45.154.224.0/22,Teutel GmbH
0,45.155.136.0/22,BWI GmbH
0,45.156.124.0/22,Itsc GmbH
0,45.157.28.0/22,Sempora Cloud Reference Agency UG (haftungsbeschraenkt)
0,45.157.236.0/22,Simon Frerichs
0,45.159.220.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,45.159.228.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,46.17.108.0/22,FIWARE Foundation e.V.
0,46.18.184.0/21,AWIN AG
0,46.28.184.0/21,syzygy Deutschland GmbH
0,46.36.203.0/24,Thueringer Aufbaubank - Anstalt des oeffentlichen Rechts
0,46.151.160.0/21,
0,46.167.8.0/21,Marc Blechschmidt
0,46.175.56.0/21,
0,46.175.130.0/24,Dussmann Stiftung & Co. Kommanditgesellschaft auf Aktien
0,46.227.88.0/21,ETN Systems GmbH & Co. KG
0,46.229.32.0/20,Symgenius GmbH & Co. KG
0,46.243.76.0/22,Mo's Operations GmbH
0,46.253.64.0/20,ip-fabric GmbH
0,46.253.133.0/24,GIBY GmbH
0,62.3.40.0/24,Softing Services GmbH
0,62.3.45.0/24,Koehler Internet Services UG (haftungsbeschraenkt)
0,62.32.40.0/21,creoline GmbH
0,62.68.0.0/19,Sontheimer IT GmbH
0,62.68.75.0/24,Cloud Center GmbH
0,62.68.82.0/24,Cloer Elektrogeraete GmbH
0,62.78.64.0/20,
0,62.93.0.0/19,Stadtwerke Barmstedt
0,62.106.65.0/24,Koehler Internet Services UG (haftungsbeschraenkt)
0,62.169.0.0/20,todo Gesellschaft fur Informationstechnik mbH
0,62.182.40.0/22,implec GmbH
0,62.192.168.0/22,CargoWise GmbH
0,62.192.176.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,64.39.233.0/24,
0,64.39.236.0/24,
0,77.37.0.0/17,IPFFM - Internet Provider Frankfurt GmbH
0,77.73.113.0/24,Ecosia GmbH
0,77.74.136.0/21,Huelsenberg Holding GmbH & Co. KG
0,77.75.52.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,77.81.74.0/24,RevSecure GmbH
0,77.83.32.0/22,Mo's Operations GmbH
0,77.83.136.0/22,RS-Networks UG
0,77.83.176.0/22,STG Kommunikations- und Nachrichtentechnik GmbH
0,77.83.236.0/22,GK Software SE
0,77.87.184.0/24,
0,77.87.186.0/24,
0,77.87.189.0/24,
0,77.87.190.0/24,
0,77.87.191.0/24,
0,77.95.220.0/24,Provitex GmbH
0,77.95.221.0/24,4b42 UG
0,77.247.96.0/22,Mathias Peter IT-Systemhaus e.K.
0,77.247.193.0/24,Enviando UG Haftungsbeschraenkt
0,78.31.164.0/24,Klasmann-Deilmann GmbH
0,78.31.168.0/21,
0,78.31.196.0/22,Deutsche Multimedia Service GmbH
0,78.31.248.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,78.138.61.0/24,Rottmann Ventures GmbH
0,79.142.188.0/22,sendeffect GmbH
0,79.171.200.0/21,ME digital GmbH
0,79.174.8.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,80.65.32.0/20,Steffen Huuck
0,80.66.192.0/22,Stadtwerke Elmshorn
0,80.75.212.0/24,Ferdinand Zink trading as Tube-Hosting
0,80.75.218.0/24,Christopher Sakel trading as Prepaid-Host.com
0,80.84.192.0/20,RFT Kabel Nord GmbH
0,80.84.208.0/20,RFT Kabel Nord GmbH
0,80.90.96.0/20,Capgemini Deutschland GmbH
0,80.246.112.0/20,Stadtwerke Langenfeld GmbH
0,80.253.208.0/20,Capgemini Deutschland GmbH
0,81.16.28.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,81.16.178.0/23,IFCO Management GmbH
0,81.27.228.0/22,Kraemer It Solutions GmbH
0,81.28.224.0/20,Variomedia AG
0,81.30.111.0/24,CONDOK GmbH
0,81.91.104.0/21,Amtswerke Eggebek Verwaltungs GmbH trading as Amtswerke Eggebek GmbH & Co.KG.
0,81.161.62.0/24,The Mobility House Energy GmbH
0,81.200.96.0/20,folz . communication & networks GmbH
0,81.201.32.0/20,Marschall Electronics GmbH & Co. KG
0,82.113.96.0/19,Telefonica Germany GmbH & Co.OHG
0,82.215.70.0/24,Brillux GmbH trading for Brillux GmbH & Co. KG
0,83.136.96.0/21,M94 GmbH
0,83.138.60.0/24,TWT Group GmbH
0,83.142.128.0/21,
0,83.219.100.0/22,Xamine GmbH
0,83.219.104.0/21,NotarNet GmbH
0,83.242.32.0/22,
0,83.243.48.0/21,
0,84.38.72.0/22,
0,84.254.68.0/22,C&S Breitband GmbH
0,84.254.79.0/24,Kreisausschuss des Main-Kinzig-Kreises
0,85.8.154.0/24,Sysfacts AG
0,85.31.172.0/22,Mitkomm West GmbH
0,85.115.216.0/22,Surfboxx IT-Solutions GmbH
0,85.118.248.0/21,Aug. Winkhaus SE
0,85.155.116.0/22,Stadtwerke Rotenburg Wuemme GmbH
0,85.202.200.0/24,Wolkenhof GmbH
0,85.202.204.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,85.208.128.0/22,LTU Systeme GmbH & Co. KG
0,85.208.188.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,85.208.236.0/22,GND Gesellschaft fuer Netzdienste mbH
0,85.209.60.0/22,Glasfaser SWR GmbH
0,86.111.248.0/21,
0,87.77.0.0/16,
0,87.120.144.0/21,CargoWise GmbH
0,87.120.208.0/21,Northern Data Software GmbH
0,87.121.28.0/22,Northern Data Software GmbH
0,87.237.160.0/22,DU-IT Gesellschaft fuer Informationstechnologie Duisburg mbH
0,87.237.165.0/24,Hilko Boecker
0,87.237.240.0/21,Mediengruppe Oberfranken GmbH & Co. KG
0,87.238.120.0/21,FAST LTA GmbH
0,87.239.136.0/21,
0,87.251.20.0/23,OC Payment GmbH
0,88.218.84.0/22,nvb Nordhorner Versorgungsbetriebe GmbH
0,88.218.160.0/22,KSL Team GmbH
0,89.28.176.0/21,Stadtwerke Wedel GmbH
0,89.58.112.0/20,freenet DLS GmbH
0,89.58.192.0/18,freenet DLS GmbH
0,89.107.184.0/21,WebhostOne GmbH
0,89.110.128.0/18,netclusive GmbH
0,89.150.58.0/24,Shop Apotheke Service GmbH
0,89.204.128.0/19,Telefonica Germany GmbH & Co.OHG
0,89.251.128.0/20,microPLAN IT Systemhaus GmbH
0,91.103.240.0/21,LGI Logistics Group International GmbH
0,91.108.64.0/18,IPFFM - Internet Provider Frankfurt GmbH
0,91.132.8.0/22,Peoplefone GmbH
0,91.132.88.0/22,List + Lohr GmbH
0,91.132.152.0/22,Cloud4you AG
0,91.132.156.0/22,Heiko Richardt
0,91.189.192.0/21,
0,91.190.240.0/21,Patrick Gaertke
0,91.192.40.0/22,
0,91.192.202.0/23,Glowfish GmbH & Co. KG
0,91.194.85.0/24,
0,91.194.132.0/23,
0,91.194.180.0/23,
0,91.194.222.0/23,
0,91.194.232.0/23,
0,91.195.48.0/23,
0,91.195.54.0/23,
0,91.195.104.0/23,
0,91.195.218.0/23,
0,91.196.200.0/22,Stadtwerke Tuebingen GmbH
0,91.197.28.0/22,
0,91.197.55.0/24,Thorsten Wallbrecher
0,91.198.21.0/24,
0,91.198.35.0/24,
0,91.198.43.0/24,
0,91.198.82.0/24,
0,91.198.86.0/24,
0,91.198.113.0/24,
0,91.198.114.0/24,
0,91.198.137.0/24,
0,91.198.157.0/24,
0,91.198.163.0/24,
0,91.198.187.0/24,
0,91.198.189.0/24,
0,91.198.197.0/24,
0,91.198.224.0/24,
0,91.198.238.0/24,
0,91.198.250.0/24,
0,91.199.21.0/24,
0,91.199.44.0/24,Implenity GmbH
0,91.199.75.0/24,
0,91.199.81.0/24,Exit Games GmbH
0,91.199.88.0/24,
0,91.199.158.0/24,
0,91.199.162.0/24,
0,91.199.165.0/24,
0,91.199.169.0/24,
0,91.199.192.0/24,
0,91.199.214.0/24,
0,91.199.225.0/24,
0,91.199.241.0/24,
0,91.201.128.0/22,
0,91.202.2.0/24,
0,91.203.204.0/22,Stadtwerke Pasewalk GmbH
0,91.204.8.0/22,
0,91.205.104.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,91.206.29.0/24,Vivantes - Netzwerk fuer Gesundheit GmbH
0,91.206.60.0/23,
0,91.206.152.0/23,
0,91.206.184.0/23,
0,91.206.188.0/23,
0,91.206.214.0/23,
0,91.206.254.0/24,4b42 UG
0,91.207.92.0/23,
0,91.207.118.0/23,
0,91.207.162.0/23,
0,91.208.5.0/24,
0,91.208.13.0/24,
0,91.208.38.0/24,
0,91.208.45.0/24,
0,91.208.47.0/24,
0,91.208.58.0/24,
0,91.208.74.0/24,
0,91.208.158.0/24,
0,91.208.159.0/24,
0,91.208.193.0/24,
0,91.208.202.0/24,
0,91.209.26.0/24,
0,91.209.81.0/24,
0,91.209.159.0/24,
0,91.209.160.0/24,
0,91.209.185.0/24,
0,91.209.197.0/24,Metzingen connect GmbH
0,91.209.211.0/24,
0,91.211.40.0/22,
0,91.212.3.0/24,
0,91.212.40.0/23,CU Networks GmbH
0,91.212.54.0/23,CU Networks GmbH
0,91.212.83.0/24,
0,91.212.95.0/24,
0,91.212.113.0/24,
0,91.212.130.0/24,
0,91.212.140.0/24,
0,91.212.181.0/24,
0,91.212.186.0/24,Vasgard GmbH
0,91.212.243.0/24,
0,91.212.245.0/24,
0,91.213.20.0/24,
0,91.213.21.0/24,
0,91.213.60.0/24,
0,91.213.68.0/24,
0,91.213.91.0/24,
0,91.213.103.0/24,
0,91.213.116.0/24,
0,91.213.177.0/24,
0,91.213.232.0/24,
0,91.214.8.0/23,
0,91.214.10.0/23,
0,91.214.252.0/22,
0,91.215.100.0/22,
0,91.215.116.0/22,
0,91.216.33.0/24,
0,91.216.35.0/24,
0,91.216.44.0/24,Studio Babelsberg AG
0,91.216.45.0/24,
0,91.216.90.0/24,
0,91.216.197.0/24,LKS Lausitzer Kabel Service GmbH
0,91.216.243.0/24,
0,91.216.248.0/24,
0,91.217.36.0/23,
0,91.217.134.0/24,Sysfacts AG
0,91.217.141.0/24,
0,91.217.145.0/24,
0,91.217.165.0/24,
0,91.217.174.0/24,
0,91.217.188.0/24,
0,91.217.214.0/24,
0,91.219.8.0/22,SIOD GmbH
0,91.220.34.0/24,
0,91.220.125.0/24,
0,91.220.129.0/24,
0,91.220.134.0/24,
0,91.220.148.0/24,
0,91.221.12.0/23,
0,91.221.182.0/23,
0,91.221.204.0/23,
0,91.222.96.0/22,
0,91.222.232.0/22,
0,91.223.2.0/24,
0,91.223.20.0/24,
0,91.223.96.0/24,
0,91.223.114.0/24,
0,91.223.145.0/24,
0,91.223.229.0/24,e*Message Wireless Information Services Deutschland GmbH
0,91.223.247.0/24,
0,91.225.3.0/24,HAEVG Hausaerztliche Vertragsgemeinschaft AG
0,91.226.226.0/24,Northern Data Software GmbH
0,91.227.74.0/24,TrafficPlex GmbH
0,91.227.193.0/24,
0,91.228.101.0/24,
0,91.228.144.0/24,
0,91.228.243.0/24,
0,91.229.3.0/24,
0,91.229.168.0/22,
0,91.229.178.0/23,
0,91.229.213.0/24,
0,91.229.246.0/24,qutic development GmbH
0,91.230.160.0/23,
0,91.231.220.0/24,
0,91.232.54.0/24,
0,91.233.26.0/23,
0,91.233.35.0/24,
0,91.233.84.0/22,
0,91.234.30.0/24,
0,91.234.55.0/24,
0,91.234.171.0/24,
0,91.234.213.0/24,
0,91.234.216.0/24,
0,91.234.239.0/24,AXSOS AG
0,91.235.45.0/24,
0,91.235.47.0/24,
0,91.235.171.0/24,Andreas Hahnefeld
0,91.237.100.0/23,
0,91.237.117.0/24,
0,91.238.4.0/24,DEVK Deutsche Eisenbahn Versicherung Sach- und HUK-Versicherungsverein a.G. Betriebliche Sozialeinrichtung der Deutschen Bahn AG
0,91.238.123.0/24,dataforest GmbH
0,91.238.236.0/24,
0,91.239.92.0/23,
0,91.240.77.0/24,
0,91.241.0.0/23,Arrow Central Europe GmbH
0,91.241.44.0/24,
0,91.241.72.0/22,
0,91.242.173.0/24,
0,91.242.212.0/24,
0,91.242.249.0/24,Koehler Internet Services UG (haftungsbeschraenkt)
0,91.244.125.0/24,
0,91.245.215.0/24,
0,91.247.144.0/23,
0,92.116.0.0/15,1&1 Telecom GmbH
0,92.118.56.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,92.118.120.0/22,Marc Blechschmidt
0,92.118.204.0/22,Mo's Operations GmbH
0,92.119.84.0/22,MIKO-NET GmbH
0,92.119.104.0/22,WSW Energie & Wasser AG
0,92.119.164.0/22,Mo's Operations GmbH
0,92.119.208.0/22,PAPSTAR GmbH
0,92.249.44.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,93.95.215.0/24,Bestattungen Eisenmann GmbH
0,93.127.128.0/17,IPFFM - Internet Provider Frankfurt GmbH
0,93.157.48.0/21,
0,93.157.143.0/24,
0,93.157.200.0/23,
0,93.157.207.0/24,
0,93.184.48.0/20,tronet GmbH
0,93.187.248.0/21,PSW GROUP GmbH & Co. KG
0,93.188.60.0/22,Deutscher Televisionsklub Betriebs GmbH
0,94.100.128.0/20,Hornetsecurity GmbH
0,94.136.172.0/22,valantic Financial Services GmbH
0,94.154.136.0/22,Mo's Operations GmbH
0,94.156.88.0/22,CargoWise GmbH
0,94.156.254.0/23,Northern Data Software GmbH
0,95.131.120.0/23,FHE3 GmbH
0,95.131.124.0/22,FHE3 GmbH
0,95.141.250.0/24,Flashnet GmbH
0,95.143.107.0/24,ausecus GmbH
0,95.156.192.0/24,Marcel Edler trading as Optimate-Server
0,95.156.195.0/24,united hoster GmbH
0,95.156.196.0/24,Marcel Edler trading as Optimate-Server
0,95.156.199.0/24,Marcel Edler trading as Optimate-Server
0,95.156.208.0/24,Marcel Edler trading as Optimate-Server
0,95.156.212.0/24,Marcel Edler trading as Optimate-Server
0,95.174.80.0/21,Accenture Song Build Germany GmbH
0,95.214.160.0/22,Stadtwerke Wedel GmbH
0,95.214.200.0/22,CargoWise GmbH
0,95.214.220.0/22,akquinet datacenter competence GmbH
0,103.204.204.0/22,Amtswerke Eggebek Verwaltungs GmbH trading as Amtswerke Eggebek GmbH & Co.KG.
0,109.71.16.0/21,IBYKUS AG fuer Informationstechnologie
0,109.71.72.0/22,maxcluster GmbH
0,109.71.252.0/22,Mo's Operations GmbH
0,109.73.132.0/22,SWK Stadtwerke Kaiserslautern GmbH
0,109.106.12.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,109.107.156.0/24,Koehler Internet Services UG (haftungsbeschraenkt)
0,109.205.196.0/24,JusProg-Koerperschaft zur Foerderung des Kinder- und Jugendschutzes in Telemedien e.V.
0,109.224.243.0/24,enthus GmbH
0,109.230.198.0/24,Marcel Edler trading as Optimate-Server
0,109.230.213.0/24,Marcel Edler trading as Optimate-Server
0,109.230.244.0/23,CHECK24 GmbH
0,109.232.128.0/21,Tegro Kabelbau GmbH
0,109.234.248.0/21,dng IT GmbH & Co. KG
0,109.250.0.0/16,1&1 Telecom GmbH
0,113.30.180.0/22,Stadtwerke Elmshorn
0,113.30.220.0/22,Stadtwerke Elmshorn
0,114.69.227.0/24,united hoster GmbH
0,128.0.35.0/24,zollernalb-data GmbH
0,128.7.0.0/16,
0,128.140.208.0/21,UN Volunteers
0,128.176.0.0/16,
0,129.70.0.0/16,
0,129.206.0.0/16,
0,129.217.0.0/16,
0,130.73.0.0/16,
0,130.75.0.0/16,
0,130.83.0.0/16,
0,130.133.0.0/16,
0,130.149.0.0/16,
0,130.183.0.0/16,
0,130.193.7.0/24,SCHWARZ Computer Systeme GmbH
0,131.99.0.0/16,
0,131.173.0.0/16,
0,131.234.0.0/16,
0,132.176.0.0/16,
0,132.180.0.0/16,
0,132.187.0.0/16,
0,132.195.0.0/16,
0,132.199.0.0/16,
0,132.230.0.0/16,
0,132.231.0.0/16,
0,132.252.0.0/16,
0,134.1.0.0/16,
0,134.2.0.0/16,
0,134.28.0.0/16,
0,134.30.0.0/16,
0,134.34.0.0/16,
0,134.60.0.0/16,
0,134.81.0.0/16,
0,134.91.0.0/16,
0,134.93.0.0/16,
0,134.94.0.0/16,
0,134.96.0.0/16,
0,134.100.0.0/16,
0,134.101.0.0/21,
0,134.102.0.0/16,
0,134.103.0.0/16,
0,134.104.0.0/16,
0,134.105.0.0/16,
0,134.106.0.0/16,
0,134.107.0.0/16,
0,134.108.0.0/16,
0,134.109.0.0/16,
0,134.110.0.0/16,
0,134.155.0.0/16,
0,134.169.0.0/16,
0,134.176.0.0/16,
0,134.245.0.0/16,
0,134.247.0.0/16,
0,136.172.0.0/16,
0,136.199.0.0/16,
0,136.230.0.0/16,
0,136.243.0.0/16,
0,137.193.0.0/16,
0,137.248.0.0/16,
0,137.250.0.0/16,
0,138.124.150.0/23,
0,138.124.177.0/24,
0,138.200.0.0/16,
0,138.201.0.0/16,
0,138.244.0.0/16,
0,138.245.0.0/16,
0,138.246.0.0/16,
0,139.1.0.0/16,
0,139.4.0.0/16,
0,139.6.0.0/16,
0,139.7.0.0/16,
0,139.8.0.0/16,
0,139.11.0.0/16,
0,139.12.0.0/16,
0,139.13.0.0/16,
0,139.14.0.0/16,
0,139.17.0.0/16,
0,139.18.0.0/16,
0,139.19.0.0/16,
0,139.20.0.0/16,
0,139.27.0.0/16,
0,139.28.92.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,139.28.152.0/22,solutionIT GmbH
0,139.28.160.0/22,Koehler Internet Services UG (haftungsbeschraenkt)
0,139.29.0.0/16,
0,139.30.0.0/16,
0,139.50.0.0/16,
0,139.75.0.0/16,
0,139.174.0.0/16,
0,140.181.0.0/16,
0,141.4.0.0/16,
0,141.5.0.0/16,
0,141.7.0.0/16,
0,141.9.0.0/16,
0,141.10.0.0/16,
0,141.12.0.0/16,
0,141.13.0.0/16,
0,141.14.0.0/16,
0,141.15.0.0/16,
0,141.16.0.0/16,
0,141.17.0.0/16,
0,141.18.0.0/16,
0,141.19.0.0/16,
0,141.20.0.0/16,
0,141.22.0.0/16,
0,141.23.0.0/16,
0,141.24.0.0/16,
0,141.25.0.0/16,
0,141.26.0.0/16,
0,141.27.0.0/16,
0,141.28.0.0/16,
0,141.31.0.0/16,
0,141.32.0.0/16,
0,141.33.0.0/16,
0,141.35.0.0/16,
0,141.37.0.0/16,
0,141.38.0.0/16,
